@relation data-server

@attribute SIZE numeric
@attribute HOUR numeric
@attribute MBS numeric 

@data
1065,02,1232.74
169,02,1089.949
994,02,1294.253
1991,02,659.007
933,02,989.839
1273,02,629.181
10103,02,636.29
872,02,727.906
348,02,1193.273
298,02,832.385
2122,02,1156.146
2082,02,636.079
201,02,1021.809
6440,02,578.404
1378,02,1198.643
352,02,1282.116
6109,02,773.779
304,02,489.566
3964,02,634.786
55523,02,962.929
1504,02,1031.898
934,02,528.578
7362,02,503.451
853,02,515.102
12079,02,850.864
914,02,902.932
366,02,1184.608
1134,02,1129.986
578,02,1314.813
994,02,1315.178
4733,02,1109.669
383,02,694.504
828,02,1344.106
43,02,682.154
177,02,876.315
337,02,546.069
1596,02,518.683
2095,02,1027.509
1426,02,817.806
187,02,777.065
2572,02,1038.281
914,02,1181.626
776,02,1243.081
2740,02,519.953
82,02,633.779
1297,02,1096.404
16456,03,743.984
49871,03,684.9
352,03,999.088
56441,03,1341.83
286,03,498.715
1500,03,1162.965
1082,03,1053.301
2572,03,680.851
1135,03,1335.161
1426,03,523.176
82,03,946.998
4385,03,1223.261
7362,03,1302.501
428,03,743.954
628,03,1199.804
1272,03,777.298
241,03,766.942
352,03,519.276
1500,03,626.03
201,03,501.223
929,03,893.15
1216,03,948.346
1666,03,1053.699
694,03,629.614
694,03,713.111
1189,03,674.354
152,03,627.383
19107,03,792.634
1273,03,964.867
1082,03,1233.59
184,03,1286.869
286,03,815.264
1273,03,1275.658
1504,03,575.485
90,03,654.175
82,03,637.36
2095,03,654.049
298,03,900.245
2082,03,515.575
7341,03,1170.755
190,03,1308.079
360,03,799.562
828,03,513.274
348,03,1254.598
852,03,842.364
2526,03,1192.495
184,03,788.814
106,03,536.088
929,03,1097.924
1308,03,1162.408
3867,03,888.497
949,03,1062.975
11914,03,1199.647
872,03,752.722
1378,03,1270.755
352,03,536.189
82,03,1231.475
776,03,547.82
12079,03,1005.533
937,03,1339.996
4930,03,1289.844
428,03,977.943
7947,03,524.313
8389,03,938.873
363,03,1104.518
800,03,1179.817
82,03,553.457
980,03,983.32
416,03,1276.636
1420,03,783.951
1426,03,707.382
4733,03,732.893
1168,03,1033.752
2572,03,476.009
12226,03,803.727
363,03,1238.105
2240,03,707.792
852,03,485.016
19157,03,899.353
1297,03,913.347
245,03,1189.251
20431,03,651.019
152,03,1341.286
464,03,629.588
872,03,946.133
363,03,1189.66
776,03,1013.593
1548,03,559.07
159,03,862.377
852,03,752.37
141,03,1122.808
4406,03,1339.19
1065,03,558.146
348,03,813.881
828,03,1353.623
19107,03,585.518
283,03,1324.231
749,03,966.842
1618,03,1104.109
348,03,560.425
352,03,1028.511
243,03,1112.969
914,03,683.915
1617,03,757.044
1005,03,671.293
106,03,1350.422
1273,03,859.246
949,03,881.186
1135,03,688.443
872,03,1074.234
1624,03,1164.318
984,03,1221.063
828,03,981.605
16456,03,1345.494
2572,03,1175.907
749,03,920.375
482,03,936.135
949,03,662.69
416,03,995.04
89,03,980.905
305,03,1345.312
823,03,733.158
1306,03,1124.373
243,03,853.194
4027,03,928.325
889,03,1004.35
1005,03,765.786
2513,03,1029.924
207,03,471.309
1665,03,509.894
90,03,982.101
889,03,1075.634
1379,03,632.663
872,03,1176.878
853,03,992.669
852,03,806.291
177,03,1248.678
694,03,838.166
929,03,1032.924
789,03,727.505
3394,03,957.08
56381,03,512.971
428,03,909.087
90,03,811.516
1005,03,975.734
537,03,820.26
828,03,1195.204
1306,03,1193.037
482,03,940.537
15328,03,844.572
360,03,1197.523
1618,03,457.948
3394,03,539.046
90,03,956.894
2476,03,803.264
304,03,1346.639
106,03,1166.532
1618,03,581.26
89,03,1291.069
313,03,781.99
305,03,1168.832
12786,03,1148.031
349,03,1130.802
1065,03,495.82
90,03,927.713
929,03,894.449
283,03,1229.925
1608,03,1219.879
89,03,606.722
283,03,794.746
305,03,1275.691
952,03,649.464
1082,03,639.371
914,03,556.578
780,03,912.399
1308,03,1080.312
4930,03,1021.019
159,03,1160.056
1682,03,1211.608
938,03,712.014
363,03,1176.746
7362,03,1149.476
631,03,1194.884
1682,03,715.388
938,03,724.199
934,03,546.3
305,03,458.069
1065,03,1105.236
1500,03,687.555
16456,03,1330.88
360,03,1342.478
4733,03,1121.485
428,03,1057.347
90,03,1081.659
304,03,561.849
90,03,944.818
694,03,1083.263
1005,03,1124.914
18278,03,1117.792
374,03,1125.909
106,03,1263.637
305,03,560.495
1749,03,573.969
1031,03,470.178
104,03,501.799
1618,03,909.292
763,03,811.736
1795,03,763.726
1378,03,1060.285
1291,03,1074.665
1306,03,885.375
1065,03,845.597
934,03,1352.192
49871,03,542.119
1297,03,934.504
828,03,937.082
1541,03,960.257
1583,03,886.855
1665,03,584.243
19107,03,729.473
8389,03,546.716
49871,03,493.69
1308,03,621.95
90,03,512.234
1020,03,891.236
360,03,858.462
90,03,783.253
994,03,1054.731
949,03,794.904
1448,03,1013.956
938,03,1197.153
937,03,674.726
929,03,946.972
4406,03,842.321
43,03,855.599
141,03,901.884
639,03,756.061
286,03,1128.797
2513,03,645.748
201,03,1095.264
635,03,774.08
1272,03,1231.498
89,03,828.649
872,03,1186.098
1665,03,1125.742
402,03,1131.601
388,03,749.704
934,03,806.578
546,03,1187.618
1991,03,796.443
89,03,1326.502
241,03,691.617
929,03,1272.552
482,03,550.484
90,03,714.395
2838,03,945.393
363,03,707.187
305,03,1119.718
4406,03,551.065
929,03,1121.38
1500,03,1108.132
49871,03,756.865
1426,03,943.484
1426,03,778.561
89,03,922.734
8389,03,800.567
4930,03,1345.829
1272,03,465.483
1378,03,586.37
1500,03,1101.859
776,03,720.177
10103,03,1198.35
1618,03,1156.349
938,03,481.37
1426,03,564.401
802,03,1005.638
472,03,999.762
1082,03,1301.142
82,03,1089.669
177,03,813.912
889,03,726.113
16456,03,935.451
164,03,691.881
1273,03,1026.21
665,03,1007.23
3867,03,957.176
914,03,949.39
547,04,743.177
976,04,1137.377
472,04,477.579
5076,04,813.572
1306,04,1097.57
1431,04,901.94
1644,04,1299.745
852,04,987.11
694,04,713.515
482,04,711.688
2122,04,821.857
1618,04,690.596
360,04,928.44
23419,04,985.318
1001,04,753.087
90,04,930.66
1500,04,1213.414
984,04,512.672
929,04,1223.026
416,04,1049.922
568,04,755.257
994,04,958.041
305,04,642.261
1135,04,524.132
1082,04,887.358
1056,04,1262.247
201,04,908.739
1293,04,460.577
43,04,1011.873
2572,04,632.771
12841,04,627.933
190,04,913.378
1170,04,602.416
933,04,979.185
49871,04,511.539
169,04,464.849
141,04,800.876
1297,04,536.704
359,04,657.948
7341,04,787.766
929,04,814.471
8389,04,1089.075
1618,04,904.244
994,04,1005.683
43,04,616.217
914,04,857.992
1426,04,1095.639
914,04,941.219
187,04,796.972
2526,04,1237.401
1426,04,815.435
1426,04,555.661
2240,04,597.107
1056,04,481.851
337,04,950.634
241,04,625.014
8386,04,1232.26
464,04,643.825
2696,04,656.379
10103,04,725.294
938,04,885.611
929,04,1332.662
963,04,876.536
1308,04,740.546
1991,04,989.971
1548,04,478.588
2122,04,1300.396
5076,04,979.431
11803,04,534.149
283,04,736.934
62912,04,1046.588
13268,04,490.419
348,04,742.075
4930,04,1331.806
464,04,511.337
16456,04,1180.413
938,04,576.094
82,04,815.53
2240,04,729.391
428,04,987.354
12589,04,1177.371
436,04,833.128
1426,04,813.423
557,04,909.661
90,04,1032.747
16554,04,880.42
90,04,1204.636
749,04,1169.251
1189,04,1123.044
22483,04,626.093
7341,04,791.624
914,04,926.055
4930,04,597.922
1273,04,844.892
3394,04,632.731
1197,04,959.278
409,04,969.498
1306,04,748.395
10103,04,489.82
11372,04,1255.257
2082,04,1206.179
934,04,1066.652
7341,04,1320.038
169,04,1273.601
2909,04,976.072
776,04,1000.783
1216,04,522.562
1541,04,1159.735
763,04,1244.671
2266,04,830.153
283,04,599.33
4930,04,1340.903
828,04,1107.97
568,04,1048.844
82,04,513.974
42,04,1166.573
2095,04,697.195
49871,04,1282.456
1074,04,880.731
90,04,499.269
90,04,503.661
12402,04,1008.153
482,04,799.804
1273,04,688.841
25276,04,987.178
1291,04,891.558
1273,04,567.194
694,04,1215.631
1273,04,1304.326
472,04,1030.72
3305,04,540.495
12402,04,525.261
4624,04,1152.308
9258,04,979.325
97,04,1133.574
16456,04,1188.305
23419,04,996.666
2572,04,778.189
169,04,477.665
169,04,575.89
352,04,1085.972
694,04,548.435
966,04,828.003
929,04,1051.976
297,04,723.264
49871,04,1147.582
933,04,862.719
1426,04,1014.619
914,04,558.27
427,04,1346.523
963,04,1274.031
366,04,1236.724
1170,04,1130.513
2925,04,540.919
3394,04,1280.208
1500,04,707.929
776,04,741.671
853,04,1028.682
307,04,1268.675
49871,04,1239.468
2093,04,790.934
788,04,1055.191
333,04,861.191
90,04,1337.476
2740,04,801.648
1541,04,1108.054
7030,04,1088.896
2572,04,827.967
4634,04,1251.11
169,04,1260.435
169,04,806.772
1197,04,1319.885
933,04,737.928
853,04,707.252
89,04,528.8
82,04,1070.266
797,04,1353.353
90,04,1200.494
241,04,806.018
413,04,704.887
1135,04,942.284
694,04,977.766
1500,04,1148.93
938,04,708.81
3964,04,837.091
1559,04,703.658
933,04,685.804
10103,04,509.21
22515,04,932.427
1545,04,482.794
749,04,789.626
1266,04,908.275
520,04,1209.685
35737,04,717.858
555,04,1185.744
482,04,1318.645
872,04,575.868
872,04,855.25
360,04,989.078
2090,04,845.625
828,04,1044.567
392,04,719.849
1431,04,660.905
49871,04,748.189
1272,04,842.402
823,04,701.131
949,04,571.612
1541,04,753.958
2513,04,842.61
141,04,774.727
694,04,553.741
135,04,1344.07
892,04,881.674
784,04,1211.726
49871,04,763.582
892,04,884.905
7362,04,1211.714
10103,04,473.037
2843,04,1082.325
872,04,946.244
5469,04,1260.075
3964,04,1323.929
106,04,1249.766
12539,04,478.243
106,04,647.63
3394,04,634.836
547,04,747.918
90,04,614.547
828,04,1110.982
94,04,762.909
1396,04,573.619
1703,04,550.153
4406,04,990.864
428,04,1087.892
929,04,1126.836
1005,04,461.96
12079,04,757.525
828,04,633.593
3055,04,884.774
1499546,04,556.057
914,04,1346.974
1065,04,815.927
363,04,1108.892
435,04,1234.395
187,04,958.831
1555,04,622.006
142,04,1085.211
298,04,890.238
464,04,765.004
428,04,1197.473
1295,04,650.649
809,04,1094.717
243,04,1318.516
2977,04,1328.824
1302,04,1079.18
140,04,1344.391
482,04,688.616
428,04,1242.332
870,04,1340.177
1378,04,910.05
352,04,718.62
7362,04,808.976
628,04,1237.64
3867,04,738.281
1335,04,717.132
43,04,629.882
11971,04,827.052
374,04,914.317
1302,04,694.201
1682,04,805.695
443,04,718.057
472,04,986.37
2838,04,502.236
10103,04,866.482
568,04,1351.198
1306,04,1083.881
11666,04,717.998
27038,04,1335.862
4930,04,469.017
19107,04,802.375
568,04,758.331
1005,04,994.797
177,04,846.689
914,04,630.541
688,04,1055.383
90,04,545.69
4930,04,1207.568
4764,04,1211.894
90,04,1067.054
2095,04,541.059
363,04,748.289
333,04,920.227
929,04,1038.558
949,04,1171.311
348,04,785.998
11757,04,1327.965
929,04,898.443
201,04,1065.894
472,04,1104.45
994,04,1021.361
106,04,734.04
2838,04,1063.234
283,04,741.067
1500,04,972.018
9258,04,829.835
2207,04,1223.593
472,04,1203.979
85,04,1124.323
1272,04,876.262
12079,04,764.053
1378,04,1194.229
472,04,965.053
335,04,789.025
1216,04,897.627
360,04,1103.997
416,04,1223.811
1306,04,462.976
243,04,1166.133
13154,04,634.292
1378,04,1293.796
10103,04,989.467
3394,04,1226.376
428,04,640.024
176,04,643.555
164,04,1323.678
298,04,1123.727
464,04,1210.57
1426,04,1332.957
937,04,602.341
800,04,1039.811
1056,04,986.624
1308,04,1261.422
4930,04,653.9
360,04,1323.811
546,04,1313.441
428,04,582.744
853,04,725.176
231,04,624.124
6044,04,1233.691
914,04,616.019
482,04,1005.262
914,04,1328.109
12079,04,1119.503
934,04,1353.808
305,04,1043.09
1074,04,1112.377
201,04,1000.755
241,04,905.287
1500,04,514.348
197,04,790.044
49871,04,1172.385
2696,04,1130.586
416,04,1093.421
428,04,801.666
2095,04,993.998
10581,04,1095.829
1420,04,670.86
207,04,1289.19
641,04,1164.143
2513,04,985.421
994,04,802.784
1272,04,679.962
90,04,590.137
853,04,537.044
428,04,1152.561
1272,04,1137.206
82,04,695.029
305,04,777.211
12079,04,1303.561
90,04,779.47
1082,04,991.017
82,04,1289.673
867,04,1228.926
2838,04,779.533
937,04,1148.712
4799,04,1061.488
776,04,770.621
1832,04,838.244
776,04,671.975
985,04,984.868
1065,04,1152.625
1210,04,1250.576
243,04,889.931
852,04,675.222
90,04,1069.089
10581,04,1265.075
35737,04,685.676
335,04,524.297
852,04,927.279
937,04,1193.067
812,04,571.437
1065,04,521.163
286,04,1216.801
655,04,917.386
169,04,1237.91
428,04,917.782
201,04,853.816
1295,04,1144.106
19726,04,1324.919
89,04,977.511
1420,04,1011.275
82,04,663.531
348,04,695.604
1185,04,905.797
11971,04,1221.059
937,04,660.115
1308,04,1282.434
90,04,1195.076
945,04,1219.696
823,04,1177.177
12079,04,808.068
2838,04,516.262
665,04,851.517
3964,04,1128.856
929,04,1039.749
33296,04,932.823
1690,04,725.772
305,04,1333.647
949,04,991.589
1610560,04,1103.734
374,04,1333.066
82,04,738.129
2095,04,1271.725
4554,04,1000.807
177,04,1136.552
12059,04,813.374
1335,04,1300.076
102,04,499.667
554,04,1052.043
298,04,506.141
9184,04,804.579
2082,04,982.48
546,04,967.063
428,04,978.971
1273,04,1092.559
17484,04,615.909
89,04,715.995
11418,04,1308.128
169,04,507.041
749,04,931.614
43,04,597.963
892,04,610.897
7362,04,712.286
4626,04,615.874
279,04,1084.779
694,04,1321.9
5228,04,712.446
8389,04,1233.671
763,04,629.814
17046,04,1103.482
2696,04,1232.98
3997,04,1286.223
1378,04,1171.057
1306,04,829.683
16456,04,730.594
82,04,1124.973
289,04,1162.353
929,04,875.742
366,04,1074.832
1426,04,1204.51
914,04,632.947
802,04,713.543
4764,04,689.186
7362,04,1053.47
782,04,786.601
31299,04,585.021
870,04,1005.071
1420,04,1343.952
464,04,1321.806
938,04,910.31
568,04,1012.144
3394,04,697.149
231,04,704.581
823,04,1100.117
872,04,1046.415
1880,04,863.243
776,04,578.364
9546,04,887.572
269,04,814.058
937,04,597.722
28023,04,1182.21
1378,04,529.835
1056,04,1339.598
13154,04,484.472
914,04,1321.117
49871,04,869.215
1426,05,513.577
694,05,1312.968
7341,05,1114.297
1504,05,1222.042
929,05,516.647
853,05,659.129
416,05,1242.447
966,05,1209.586
2483,05,738.514
929,05,789.818
1272,05,696.132
333,05,478.004
90,05,802.154
2696,05,850.81
1297,05,1326.882
35737,05,1201.142
12079,05,720.268
14900,05,863.573
914,05,854.829
914,05,1049.919
994,05,911.883
938,05,521.812
914,05,1353.024
1065,05,695.645
286,05,678.469
49871,05,1192.164
1618,05,892.559
348,05,488.731
169,05,650.669
7362,05,1066.863
363,05,1263.37
298,05,1053.16
416,05,868.548
7238,05,1122.659
1273,05,556.937
3394,05,1341.226
994,05,1316.122
1082,05,847.317
89,05,1291.267
11803,05,1120.33
23419,05,873.343
694,05,783.914
1074,05,950.012
326,05,1211.458
7341,05,1239.13
1991,05,651.22
1297,05,604.009
106,05,1076.515
241,05,923.318
1908,05,1262.772
1297,05,1026.098
1005,05,935.165
1273,05,769.324
12786,05,1136.009
20431,05,515.722
482,05,869.302
749,05,835.644
472,05,468.039
4930,05,1208.558
852,05,525.682
694,05,1215.946
994,05,866.129
417,05,1069.385
722,05,759.939
